原始ID,名称,模块,实现状态,本地运行状态,绿色,本地验证范围,原版成对验证,剩余问题,后续验证要求
vanilla:conf/vanilla/autoload_configs/event_multicast.conf.xml:6:349,ttl,autoload_configs/event_multicast.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/event_socket.conf.xml:3:350,nat-map,autoload_configs/event_socket.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/event_socket.conf.xml:4:351,listen-ip,autoload_configs/event_socket.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/event_socket.conf.xml:5:352,listen-port,autoload_configs/event_socket.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/event_socket.conf.xml:6:353,password,autoload_configs/event_socket.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:10:360,file-prefix,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:3:354,use-ecm,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:4:355,verbose,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:5:356,disable-v17,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:6:357,ident,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:7:358,header,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fax.conf.xml:9:359,spool-dir,autoload_configs/fax.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/fifo.conf.xml:3:361,delete-all-outbound-member-on-startup,autoload_configs/fifo.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:12:362,format,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:31:363,log-dir,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:35:364,log-b-leg,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:39:365,prefix-a-leg,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:42:366,encode,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/format_cdr.conf.xml:83:367,encode-values,autoload_configs/format_cdr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/graylog2.conf.xml:11:368,server-host,autoload_configs/graylog2.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/graylog2.conf.xml:12:369,server-port,autoload_configs/graylog2.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/graylog2.conf.xml:13:370,loglevel,autoload_configs/graylog2.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:12:375,hostname,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:13:376,password,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:14:377,port,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:15:378,timeout_ms,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:19:379,ignore-connect-fail,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:6:371,hostname,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:7:372,password,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:8:373,port,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/hiredis.conf.xml:9:374,timeout_ms,autoload_configs/hiredis.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:15:383,default-profile,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:20:384,context,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:21:385,dialplan,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:4:380,debug,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:6:381,file-not-found-expires,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:85:386,gateway-url,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/httapi.conf.xml:8:382,file-cache-ttl,autoload_configs/httapi.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:11:393,ssl-cacert,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:13:394,ssl-verifypeer,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:15:395,ssl-verifyhost,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:4:387,enable-file-formats,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:5:388,max-urls,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:6:389,location,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:7:390,default-max-age,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:8:391,prefetch-thread-count,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/http_cache.conf.xml:9:392,prefetch-queue-size,autoload_configs/http_cache.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:12:399,id,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:13:400,order_by,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:16:401,id,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:17:402,order_by,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:3:396,odbc-dsn,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:8:397,id,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/lcr.conf.xml:9:398,order_by,autoload_configs/lcr.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:18:408,rate,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:19:409,shuffle,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:20:410,channels,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:21:411,interval,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:22:412,timer-name,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:26:413,rate,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:27:414,shuffle,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:28:415,channels,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:29:416,interval,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
vanilla:conf/vanilla/autoload_configs/local_stream.conf.xml:30:417,timer-name,autoload_configs/local_stream.conf.xml,export_only,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只验证配置产物的解析、编辑或导出；当前业务引擎未执行原XML/模块语义。 普通编辑器测试不能证明这个参数运行有效。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
